customer_id,first_name,last_name,payment_count,total_amount,avg_payment,max_payment,risk_flag
148,ELEANOR,HUNT,22,100.77999999999997,4.580909090909089,10.99,0
102,CRYSTAL,FORD,21,84.78999999999999,4.037619047619048,6.99,0
236,MARCIA,DEAN,20,73.8,3.69,5.99,0
75,TAMMY,SANDERS,20,70.80000000000001,3.5400000000000005,9.99,0
137,RHONDA,KENNEDY,19,96.80999999999999,5.0952631578947365,8.99,0
526,KARL,SEAL,19,86.81,4.568947368421052,7.99,0
595,TERRENCE,GUNDERSON,19,86.80999999999999,4.568947368421052,10.99,0
366,BRANDON,HUEY,19,82.80999999999999,4.358421052631578,6.99,0
30,MELISSA,KING,19,73.80999999999999,3.8847368421052626,9.99,0
354,JUSTIN,NGO,19,67.81000000000002,3.5689473684210533,8.99,0
91,LOIS,BUTLER,19,59.810000000000024,3.1478947368421064,4.99,0
64,JUDITH,COX,19,59.81000000000002,3.147894736842106,6.99,0
522,ARNOLD,HAVENS,18,96.82,5.378888888888889,9.99,0
144,CLARA,SHAW,18,93.81999999999998,5.212222222222221,9.99,0
459,TOMMY,COLLAZO,18,89.81999999999998,4.989999999999998,10.99,0
257,MARSHA,DOUGLAS,18,88.82,4.934444444444444,6.99,0
295,DAISY,BATES,18,87.82000000000001,4.8788888888888895,9.99,0
178,MARION,SNYDER,18,85.82,4.767777777777777,10.99,0
494,RAMON,CHOATE,18,80.82000000000001,4.49,8.99,0
469,WESLEY,BULL,18,80.82,4.489999999999999,10.99,0
210,ELLA,OLIVER,18,73.82000000000001,4.101111111111112,8.99,0
566,CASEY,MENA,18,71.82000000000001,3.99,9.99,0
71,KATHY,JAMES,18,70.82000000000001,3.934444444444445,8.99,0
406,NATHAN,RUNYON,18,68.82000000000002,3.8233333333333346,8.99,0
314,GEORGE,LINTON,18,67.82000000000002,3.767777777777779,6.99,0
38,MARTHA,GONZALEZ,18,65.82000000000002,3.656666666666668,5.99,0
485,CLYDE,TOBIAS,18,63.82000000000002,3.545555555555557,6.99,0
470,GORDON,ALLARD,17,96.82999999999998,5.695882352941176,10.99,0
209,TONYA,CHAPMAN,17,82.83,4.87235294117647,8.99,0
50,DIANE,COLLINS,17,80.83,4.754705882352941,10.99,0
225,ARLENE,HARVEY,17,80.83,4.754705882352941,7.99,0
332,STEPHEN,QUALLS,17,78.82999999999998,4.637058823529411,8.99,0
286,VELMA,LUCAS,17,76.83000000000001,4.519411764705883,9.99,0
446,THEODORE,CULP,17,71.83,4.225294117647059,9.99,0
168,REGINA,BERRY,17,70.83,4.166470588235294,6.99,0
360,RALPH,MADRIGAL,17,69.83000000000001,4.10764705882353,9.99,0
89,JULIA,FLORES,17,68.83000000000003,4.0488235294117665,8.99,0
425,FRANCIS,SIKES,17,67.83000000000001,3.9900000000000007,8.99,0
441,MARIO,CHEATHAM,17,66.83000000000001,3.931176470588236,10.99,0
347,RYAN,SALISBURY,17,65.83000000000001,3.872352941176471,6.99,0
157,DARLENE,ROSE,17,52.83000000000001,3.10764705882353,5.99,0
283,FELICIA,SUTTON,17,50.83,2.9899999999999998,6.99,0
372,STEVE,MACKENZIE,16,77.84000000000002,4.865000000000001,8.99,0
309,CHRISTOPHER,GRECO,16,76.83999999999999,4.802499999999999,8.99,0
292,MISTY,LAMBERT,16,74.84,4.6775,8.99,0
462,WARREN,SHERROD,16,74.83999999999999,4.677499999999999,8.99,0
245,COURTNEY,DAY,16,72.84,4.5525,10.99,0
265,JENNIE,TERRY,16,70.84,4.4275,9.99,0
348,ROGER,QUINTANILLA,16,70.84,4.4275,9.99,0
35,VIRGINIA,GREEN,16,68.84000000000002,4.302500000000001,6.99,0
373,LOUIS,LEONE,16,68.84000000000002,4.302500000000001,8.99,0
553,MAX,PITT,16,68.84000000000002,4.302500000000001,6.99,0
125,ETHEL,WEBB,16,65.84000000000002,4.115000000000001,9.99,0
128,MARJORIE,TUCKER,16,65.84000000000002,4.115000000000001,6.99,0
598,WADE,DELVALLE,16,64.84000000000002,4.052500000000001,6.99,0
211,STACEY,MONTGOMERY,16,62.840000000000025,3.9275000000000015,8.99,0
42,CAROLYN,PEREZ,16,61.84000000000001,3.8650000000000007,6.99,0
442,LEROY,BUSTAMANTE,16,60.840000000000025,3.8025000000000015,5.99,0
563,KEN,PREWITT,16,60.840000000000025,3.8025000000000015,7.99,0
5,ELIZABETH,BROWN,16,59.84000000000002,3.740000000000001,8.99,0
424,KYLE,SPURLOCK,16,58.84000000000001,3.6775000000000007,8.99,0
346,ARTHUR,SIMPKINS,15,83.85,5.59,8.99,0
479,ZACHARY,HITE,15,79.85,5.323333333333333,8.99,0
92,TINA,SIMMONS,15,78.85000000000001,5.256666666666667,8.99,0
484,ROBERTO,VU,15,77.85000000000001,5.19,9.99,0
591,KENT,ARSENAULT,15,75.85000000000001,5.0566666666666675,11.99,0
39,DEBRA,NELSON,15,73.85000000000001,4.923333333333334,8.99,0
502,BRETT,CORNWELL,15,73.85000000000001,4.923333333333334,8.99,0
475,PEDRO,CHESTNUT,15,71.85,4.79,9.99,0
41,STEPHANIE,MITCHELL,15,70.85000000000002,4.7233333333333345,9.99,0
558,JIMMIE,EGGLESTON,15,70.85000000000001,4.723333333333334,9.99,0
573,BYRON,BOX,15,70.85000000000001,4.723333333333334,10.99,0
363,ROY,WHITING,15,69.85000000000002,4.656666666666668,8.99,0
376,RANDY,GAITHER,15,69.85000000000001,4.656666666666667,8.99,0
103,GLADYS,HAMILTON,15,68.85000000000001,4.590000000000001,6.99,0
273,PRISCILLA,LOWE,15,67.85000000000001,4.523333333333334,8.99,0
302,MICHAEL,SILVERMAN,15,67.85000000000001,4.523333333333334,8.99,0
219,WILLIE,HOWELL,15,64.85000000000002,4.323333333333335,7.99,0
237,TANYA,GILBERT,15,64.85000000000002,4.323333333333335,8.99,0
574,JULIAN,VEST,15,64.85000000000002,4.323333333333335,7.99,0
282,JENNY,CASTRO,15,64.85000000000001,4.323333333333334,9.99,0
576,MORRIS,MCCARTER,15,63.850000000000016,4.256666666666668,8.99,0
235,JACKIE,LYNCH,15,62.85000000000002,4.190000000000001,6.99,0
362,NICHOLAS,BARFIELD,15,61.85000000000002,4.123333333333335,8.99,0
114,GRACE,ELLIS,15,61.850000000000016,4.123333333333334,10.99,0
122,THELMA,MURRAY,15,61.85000000000001,4.123333333333334,7.99,0
592,TERRANCE,ROUSH,15,61.85000000000001,4.123333333333334,11.99,0
323,MATTHEW,MAHAN,15,58.85000000000002,3.9233333333333347,7.99,0
32,AMY,LOPEZ,15,58.850000000000016,3.9233333333333342,9.99,0
230,JOY,GEORGE,15,58.850000000000016,3.9233333333333342,9.99,0
409,RODNEY,MOELLER,15,58.850000000000016,3.9233333333333342,7.99,0
207,GERTRUDE,CASTILLO,15,58.85,3.9233333333333333,9.99,0
99,EMILY,DIAZ,15,56.85000000000002,3.7900000000000014,7.99,0
145,LUCILLE,HOLMES,15,55.85000000000002,3.723333333333335,8.99,0
129,CARRIE,PORTER,15,55.850000000000016,3.7233333333333345,7.99,0
335,GREGORY,MAULDIN,15,55.850000000000016,3.7233333333333345,8.99,0
228,ALLISON,STANLEY,15,54.85000000000001,3.656666666666667,8.99,0
241,HEIDI,LARSON,15,53.85000000000001,3.5900000000000007,6.99,0
198,ELSIE,KELLEY,15,52.850000000000016,3.5233333333333343,5.99,0
498,GENE,SANBORN,15,51.85000000000001,3.4566666666666674,6.99,0
115,WENDY,HARRISON,15,50.85000000000001,3.3900000000000006,6.99,0
57,EVELYN,MORGAN,15,49.850000000000016,3.3233333333333346,5.99,0
580,ROSS,GREY,15,49.850000000000016,3.3233333333333346,6.99,0
507,EDGAR,RHOADS,15,49.85000000000001,3.3233333333333337,6.99,0
167,SALLY,PIERCE,15,48.850000000000016,3.2566666666666677,4.99,0
138,HAZEL,WARREN,15,47.850000000000016,3.190000000000001,9.99,1
2,PATRICIA,JOHNSON,14,75.86,5.418571428571428,10.99,0
508,MILTON,HOWLAND,14,74.86,5.347142857142857,9.99,0
172,BERNICE,WILLIS,14,70.86,5.061428571428571,7.99,0
532,NEIL,RENNER,14,69.86000000000001,4.990000000000001,8.99,0
179,DANA,HART,14,68.86000000000001,4.91857142857143,8.99,0
497,GILBERT,SLEDGE,14,67.86000000000001,4.847142857142858,9.99,0
433,DON,BONE,14,65.86000000000001,4.7042857142857155,8.99,0
579,DARYL,LARUE,14,65.86000000000001,4.7042857142857155,9.99,0
594,EDUARDO,HIATT,14,65.86000000000001,4.7042857142857155,8.99,0
63,ASHLEY,RICHARDSON,14,64.86000000000001,4.6328571428571435,8.99,0
490,SAM,MCDUFFIE,14,64.86000000000001,4.6328571428571435,8.99,0
531,JAMIE,WAUGH,14,64.86000000000001,4.6328571428571435,6.99,0
196,ALMA,AUSTIN,14,63.860000000000014,4.561428571428572,10.99,0
107,FLORENCE,WOODS,14,61.860000000000014,4.41857142857143,7.99,0
520,MITCHELL,WESTMORELAND,14,60.86000000000002,4.347142857142859,10.99,0
300,JOHN,FARNSWORTH,14,59.86000000000002,4.275714285714288,10.99,0
404,STANLEY,SCROGGINS,14,59.860000000000014,4.275714285714287,8.99,0
560,JORDAN,ARCHULETA,14,59.860000000000014,4.275714285714287,9.99,0
468,TIM,CARY,14,58.860000000000014,4.2042857142857155,6.99,0
380,RUSSELL,BRINSON,14,58.86000000000001,4.204285714285715,10.99,0
173,AUDREY,RAY,14,57.86000000000002,4.132857142857144,8.99,0
135,JUANITA,MASON,14,57.860000000000014,4.1328571428571435,7.99,0
232,CONSTANCE,REID,14,57.860000000000014,4.1328571428571435,10.99,0
581,VIRGIL,WOFFORD,14,57.860000000000014,4.1328571428571435,8.99,0
590,SETH,HANNON,14,56.86000000000002,4.061428571428573,5.99,0
390,SHAWN,HEATON,14,56.860000000000014,4.061428571428572,5.99,0
154,MICHELE,GRANT,14,55.86000000000001,3.9900000000000007,7.99,0
244,VIOLA,HANSON,14,54.86000000000002,3.91857142857143,5.99,0
410,CURTIS,IRBY,14,54.86000000000002,3.91857142857143,5.99,0
438,BARRY,LOVELACE,14,54.86000000000002,3.91857142857143,8.99,0
306,CHARLES,KOWALSKI,14,53.86000000000002,3.8471428571428588,6.99,0
588,MARION,OCAMPO,14,52.86000000000002,3.775714285714287,5.99,0
78,LORI,WOOD,14,52.86,3.775714285714286,6.99,0
28,CYNTHIA,YOUNG,14,51.860000000000014,3.704285714285715,9.99,0
290,KRISTINA,CHAMBERS,14,51.860000000000014,3.704285714285715,7.99,0
538,TED,BREAUX,14,51.86000000000001,3.7042857142857146,8.99,0
204,ROSEMARY,SCHMIDT,14,48.860000000000014,3.490000000000001,6.99,0
487,HECTOR,POINDEXTER,14,46.86000000000001,3.3471428571428574,7.99,0
570,IVAN,CROMWELL,14,44.860000000000014,3.204285714285715,7.99,0
132,ESTHER,CRAWFORD,14,44.86000000000001,3.2042857142857146,6.99,0
381,BOBBY,BOUDREAU,14,37.86000000000001,2.7042857142857146,4.99,0
585,PERRY,SWAFFORD,13,70.87000000000002,5.451538461538463,9.99,0
49,JOYCE,EDWARDS,13,69.87,5.374615384615385,10.99,0
100,ROBIN,HAYES,13,69.87,5.374615384615385,8.99,0
3,LINDA,WILLIAMS,13,68.87000000000002,5.2976923076923095,10.99,0
285,MIRIAM,MCKINNEY,13,68.87,5.297692307692308,9.99,0
467,ALVIN,DELOACH,13,66.87000000000002,5.143846153846155,8.99,0
307,JOSEPH,JOY,13,62.87000000000001,4.836153846153847,10.99,0
13,KAREN,JACKSON,13,61.87000000000002,4.75923076923077,11.99,0
206,TERRI,VASQUEZ,13,60.87000000000002,4.682307692307694,6.99,0
393,PHILIP,CAUSEY,13,60.87000000000002,4.682307692307694,8.99,0
23,SARAH,LEWIS,13,60.87000000000001,4.682307692307694,9.99,0
66,JANICE,WARD,13,60.87000000000001,4.682307692307694,8.99,0
513,DUANE,TUBBS,13,60.87000000000001,4.682307692307694,9.99,0
533,JESSIE,MILAM,13,58.87000000000001,4.528461538461539,9.99,0
423,ALFRED,CASILLAS,13,58.870000000000005,4.5284615384615385,9.99,0
473,JORGE,OLIVARES,13,57.87000000000002,4.451538461538463,8.99,0
481,HERMAN,DEVORE,13,57.87000000000001,4.451538461538463,10.99,0
166,LYNN,PAYNE,13,56.87000000000002,4.374615384615386,8.99,0
233,LILLIE,KIM,13,55.87000000000002,4.2976923076923095,8.99,0
518,GABRIEL,HARDER,13,55.87000000000002,4.2976923076923095,7.99,0
254,MAXINE,SILVA,13,55.87000000000001,4.297692307692309,7.99,0
386,TODD,TAN,13,54.87000000000002,4.220769230769232,8.99,0
79,RACHEL,BARNES,13,53.87000000000002,4.143846153846155,9.99,0
529,ERIK,GUILLEN,13,53.87000000000001,4.143846153846154,7.99,0
202,CARLA,GUTIERREZ,13,52.87000000000002,4.066923076923079,8.99,0
329,FRANK,WAGGONER,13,52.87000000000002,4.066923076923079,7.99,0
339,WALTER,PERRYMAN,13,52.87000000000001,4.066923076923078,7.99,0
519,RON,DELUCA,13,51.87000000000001,3.990000000000001,7.99,0
108,TRACY,COLE,13,51.870000000000005,3.99,6.99,0
333,ANDREW,PURDY,13,51.870000000000005,3.99,10.99,0
397,JIMMY,SCHRADER,13,50.87000000000002,3.9130769230769245,6.99,0
351,JACK,FOUST,13,50.87000000000001,3.913076923076924,7.99,0
356,GERALD,FULTZ,13,50.870000000000005,3.9130769230769236,6.99,0
229,TAMARA,NGUYEN,13,49.87000000000001,3.836153846153847,7.99,0
297,SHERRI,RHODES,13,48.87000000000002,3.7592307692307707,8.99,0
120,SYLVIA,ORTIZ,13,48.87,3.759230769230769,9.99,0
126,ELLEN,SIMPSON,13,48.87,3.759230769230769,7.99,0
133,PAULINE,HENRY,13,47.87000000000002,3.6823076923076936,6.99,0
