customer_id,customer_first_name,customer_last_name,staff_id,staff_first_name,staff_last_name,payment_count,total_amount,average_payment,suspicious_activity
470,GORDON,ALLARD,1,Mike,Hillyer,13,70.87,5.451538461538462,0
144,CLARA,SHAW,2,Jon,Stephens,12,68.88000000000001,5.740000000000001,0
494,RAMON,CHOATE,2,Jon,Stephens,13,64.87000000000002,4.990000000000001,0
522,ARNOLD,HAVENS,2,Jon,Stephens,11,63.890000000000015,5.8081818181818194,0
508,MILTON,HOWLAND,2,Jon,Stephens,11,60.890000000000015,5.535454545454547,0
148,ELEANOR,HUNT,1,Mike,Hillyer,15,60.85000000000001,4.0566666666666675,0
459,TOMMY,COLLAZO,1,Mike,Hillyer,12,58.88000000000001,4.906666666666667,0
595,TERRENCE,GUNDERSON,1,Mike,Hillyer,12,58.88000000000001,4.906666666666667,0
137,RHONDA,KENNEDY,1,Mike,Hillyer,11,57.890000000000015,5.2627272727272745,0
484,ROBERTO,VU,2,Jon,Stephens,10,56.900000000000006,5.69,0
574,JULIAN,VEST,1,Mike,Hillyer,13,56.87000000000002,4.374615384615386,0
35,VIRGINIA,GREEN,1,Mike,Hillyer,11,55.890000000000015,5.080909090909092,0
179,DANA,HART,1,Mike,Hillyer,11,55.890000000000015,5.080909090909092,0
462,WARREN,SHERROD,1,Mike,Hillyer,12,55.88000000000002,4.656666666666668,0
307,JOSEPH,JOY,1,Mike,Hillyer,12,55.88000000000001,4.656666666666667,0
178,MARION,SNYDER,1,Mike,Hillyer,10,54.90000000000001,5.490000000000001,0
292,MISTY,LAMBERT,1,Mike,Hillyer,10,54.90000000000001,5.490000000000001,0
346,ARTHUR,SIMPKINS,2,Jon,Stephens,10,54.90000000000001,5.490000000000001,0
376,RANDY,GAITHER,1,Mike,Hillyer,12,54.88000000000002,4.573333333333335,0
181,ANA,BRADLEY,1,Mike,Hillyer,8,51.92000000000001,6.490000000000001,0
51,ALICE,STEWART,1,Mike,Hillyer,10,51.90000000000001,5.190000000000001,0
225,ARLENE,HARVEY,1,Mike,Hillyer,9,50.91000000000001,5.656666666666668,0
257,MARSHA,DOUGLAS,2,Jon,Stephens,10,50.90000000000001,5.090000000000002,0
2,PATRICIA,JOHNSON,2,Jon,Stephens,8,48.92000000000001,6.115000000000001,0
39,DEBRA,NELSON,2,Jon,Stephens,8,48.92000000000001,6.115000000000001,0
209,TONYA,CHAPMAN,2,Jon,Stephens,9,48.91000000000001,5.434444444444446,0
220,CHARLENE,ALVAREZ,2,Jon,Stephens,9,48.910000000000004,5.434444444444445,0
285,MIRIAM,MCKINNEY,1,Mike,Hillyer,7,47.93000000000001,6.847142857142858,0
332,STEPHEN,QUALLS,2,Jon,Stephens,9,47.91000000000001,5.323333333333334,0
594,EDUARDO,HIATT,1,Mike,Hillyer,9,47.91000000000001,5.323333333333334,0
300,JOHN,FARNSWORTH,1,Mike,Hillyer,10,47.90000000000001,4.790000000000001,0
469,WESLEY,BULL,2,Jon,Stephens,11,47.89000000000001,4.353636363636364,0
526,KARL,SEAL,2,Jon,Stephens,11,47.89000000000001,4.353636363636364,0
479,ZACHARY,HITE,2,Jon,Stephens,7,46.93000000000001,6.7042857142857155,0
264,GWENDOLYN,MAY,1,Mike,Hillyer,9,46.910000000000004,5.2122222222222225,0
63,ASHLEY,RICHARDSON,2,Jon,Stephens,10,46.90000000000001,4.690000000000001,0
591,KENT,ARSENAULT,1,Mike,Hillyer,10,46.90000000000001,4.690000000000001,0
50,DIANE,COLLINS,2,Jon,Stephens,10,46.900000000000006,4.69,0
89,JULIA,FLORES,2,Jon,Stephens,11,46.890000000000015,4.2627272727272745,0
404,STANLEY,SCROGGINS,1,Mike,Hillyer,11,46.89000000000001,4.262727272727274,0
92,TINA,SIMMONS,2,Jon,Stephens,7,45.93000000000001,6.561428571428572,0
103,GLADYS,HAMILTON,2,Jon,Stephens,8,45.92000000000001,5.740000000000001,0
295,DAISY,BATES,1,Mike,Hillyer,8,45.92000000000001,5.740000000000001,0
309,CHRISTOPHER,GRECO,2,Jon,Stephens,8,45.92000000000001,5.740000000000001,0
482,MAURICE,CRAWLEY,2,Jon,Stephens,8,45.92000000000001,5.740000000000001,0
131,MONICA,HICKS,1,Mike,Hillyer,10,45.90000000000001,4.590000000000002,0
312,MARK,RINEHART,1,Mike,Hillyer,10,45.90000000000001,4.590000000000002,0
373,LOUIS,LEONE,1,Mike,Hillyer,10,45.900000000000006,4.590000000000001,0
467,ALVIN,DELOACH,2,Jon,Stephens,8,44.92000000000001,5.615000000000001,0
579,DARYL,LARUE,2,Jon,Stephens,8,44.92000000000001,5.615000000000001,0
71,KATHY,JAMES,1,Mike,Hillyer,10,44.900000000000006,4.49,0
563,KEN,PREWITT,2,Jon,Stephens,10,44.900000000000006,4.49,0
592,TERRANCE,ROUSH,1,Mike,Hillyer,10,44.9,4.49,0
573,BYRON,BOX,2,Jon,Stephens,8,43.92000000000001,5.490000000000001,0
331,ERIC,ROBERT,1,Mike,Hillyer,9,43.910000000000004,4.8788888888888895,0
128,MARJORIE,TUCKER,2,Jon,Stephens,10,43.90000000000001,4.3900000000000015,0
323,MATTHEW,MAHAN,2,Jon,Stephens,10,43.90000000000001,4.3900000000000015,0
187,BRITTANY,RILEY,2,Jon,Stephens,7,42.93000000000001,6.1328571428571435,0
477,DAN,PAINE,2,Jon,Stephens,7,42.93000000000001,6.1328571428571435,0
286,VELMA,LUCAS,2,Jon,Stephens,8,42.92,5.365,0
506,LESLIE,SEWARD,2,Jon,Stephens,8,42.92,5.365,0
102,CRYSTAL,FORD,1,Mike,Hillyer,9,42.910000000000004,4.767777777777778,0
219,WILLIE,HOWELL,2,Jon,Stephens,10,42.90000000000001,4.290000000000001,0
314,GEORGE,LINTON,2,Jon,Stephens,10,42.900000000000006,4.290000000000001,0
196,ALMA,AUSTIN,2,Jon,Stephens,10,42.9,4.29,0
390,SHAWN,HEATON,1,Mike,Hillyer,10,42.9,4.29,0
406,NATHAN,RUNYON,2,Jon,Stephens,12,42.88000000000002,3.5733333333333346,0
426,BRADLEY,MOTLEY,1,Mike,Hillyer,7,41.93000000000001,5.990000000000001,0
585,PERRY,SWAFFORD,2,Jon,Stephens,8,41.92000000000001,5.240000000000001,0
245,COURTNEY,DAY,1,Mike,Hillyer,8,41.92,5.24,0
273,PRISCILLA,LOWE,1,Mike,Hillyer,8,41.92,5.24,0
125,ETHEL,WEBB,1,Mike,Hillyer,9,41.91000000000001,4.656666666666668,0
301,ROBERT,BAUGHMAN,2,Jon,Stephens,9,41.91000000000001,4.656666666666668,0
336,JOSHUA,MARK,2,Jon,Stephens,9,41.91000000000001,4.656666666666668,0
502,BRETT,CORNWELL,2,Jon,Stephens,9,41.91000000000001,4.656666666666668,0
536,FERNANDO,CHURCHILL,1,Mike,Hillyer,9,41.91000000000001,4.656666666666668,0
393,PHILIP,CAUSEY,2,Jon,Stephens,9,41.910000000000004,4.656666666666667,0
475,PEDRO,CHESTNUT,1,Mike,Hillyer,9,41.910000000000004,4.656666666666667,0
26,JESSICA,HALL,1,Mike,Hillyer,10,41.90000000000001,4.190000000000001,0
363,ROY,WHITING,2,Jon,Stephens,10,41.90000000000001,4.190000000000001,0
366,BRANDON,HUEY,2,Jon,Stephens,10,41.90000000000001,4.190000000000001,0
531,JAMIE,WAUGH,2,Jon,Stephens,10,41.90000000000001,4.190000000000001,0
168,REGINA,BERRY,2,Jon,Stephens,10,41.900000000000006,4.19,0
295,DAISY,BATES,2,Jon,Stephens,10,41.900000000000006,4.19,0
333,ANDREW,PURDY,2,Jon,Stephens,10,41.900000000000006,4.19,0
102,CRYSTAL,FORD,2,Jon,Stephens,12,41.88000000000001,3.4900000000000007,0
372,STEVE,MACKENZIE,2,Jon,Stephens,6,40.940000000000005,6.823333333333334,0
105,DAWN,SULLIVAN,2,Jon,Stephens,8,40.92000000000001,5.115000000000001,0
149,VALERIE,BLACK,1,Mike,Hillyer,8,40.92000000000001,5.115000000000001,0
101,PEGGY,MYERS,2,Jon,Stephens,8,40.92,5.115,0
366,BRANDON,HUEY,1,Mike,Hillyer,9,40.910000000000004,4.545555555555556,0
282,JENNY,CASTRO,2,Jon,Stephens,9,40.91,4.545555555555556,0
348,ROGER,QUINTANILLA,2,Jon,Stephens,10,40.900000000000006,4.090000000000001,0
558,JIMMIE,EGGLESTON,1,Mike,Hillyer,11,40.89000000000001,3.717272727272728,0
3,LINDA,WILLIAMS,2,Jon,Stephens,6,39.940000000000005,6.656666666666667,0
84,SARA,PERRY,2,Jon,Stephens,7,39.93000000000001,5.7042857142857155,0
86,JACQUELINE,LONG,1,Mike,Hillyer,7,39.93000000000001,5.7042857142857155,0
148,ELEANOR,HUNT,2,Jon,Stephens,7,39.93000000000001,5.7042857142857155,0
473,JORGE,OLIVARES,2,Jon,Stephens,7,39.93,5.704285714285715,0
32,AMY,LOPEZ,1,Mike,Hillyer,9,39.91000000000001,4.434444444444446,0
99,EMILY,DIAZ,2,Jon,Stephens,9,39.91000000000001,4.434444444444446,0
172,BERNICE,WILLIS,1,Mike,Hillyer,9,39.91000000000001,4.434444444444446,0
232,CONSTANCE,REID,2,Jon,Stephens,9,39.910000000000004,4.434444444444445,0
581,VIRGIL,WOFFORD,1,Mike,Hillyer,9,39.910000000000004,4.434444444444445,0
30,MELISSA,KING,2,Jon,Stephens,10,39.90000000000001,3.990000000000001,0
425,FRANCIS,SIKES,1,Mike,Hillyer,10,39.90000000000001,3.990000000000001,0
107,FLORENCE,WOODS,2,Jon,Stephens,10,39.900000000000006,3.9900000000000007,0
481,HERMAN,DEVORE,1,Mike,Hillyer,10,39.900000000000006,3.9900000000000007,0
210,ELLA,OLIVER,2,Jon,Stephens,10,39.9,3.9899999999999998,0
335,GREGORY,MAULDIN,1,Mike,Hillyer,10,39.9,3.9899999999999998,0
518,GABRIEL,HARDER,2,Jon,Stephens,7,38.93000000000001,5.561428571428572,0
73,BEVERLY,BROOKS,1,Mike,Hillyer,8,38.92000000000001,4.865000000000001,0
433,DON,BONE,1,Mike,Hillyer,8,38.92000000000001,4.865000000000001,0
526,KARL,SEAL,1,Mike,Hillyer,8,38.92000000000001,4.865000000000001,0
587,SERGIO,STANFIELD,2,Jon,Stephens,8,38.92000000000001,4.865000000000001,0
137,RHONDA,KENNEDY,2,Jon,Stephens,8,38.92,4.865,0
