avg_payment_amount,customer_id,first_name,last_name,payment_count,payments_over_8,total_amount
2.444545454545455,461,DEREK,BLAKELY,11,0,26.89
2.4515384615384614,147,JOANNE,ROBERTSON,13,0,31.87
2.7042857142857146,381,BOBBY,BOUDREAU,14,0,37.86000000000001
2.717272727272727,405,LEONARD,SCHOFIELD,11,0,29.889999999999997
2.74,411,NORMAN,CURRIER,12,0,32.88
2.9899999999999998,283,FELICIA,SUTTON,17,0,50.83
2.9900000000000007,8,SUSAN,WILSON,12,0,35.88000000000001
3.0669230769230773,12,NANCY,THOMAS,13,0,39.870000000000005
3.0669230769230773,419,CHAD,CARBONE,13,0,39.870000000000005
3.073333333333333,260,CHRISTY,VARGAS,12,0,36.879999999999995
3.10764705882353,157,DARLENE,ROSE,17,0,52.83000000000001
3.1438461538461544,36,KATHLEEN,ADAMS,13,0,40.870000000000005
3.1478947368421064,91,LOIS,BUTLER,19,0,59.810000000000024
3.171818181818182,183,IDA,ANDREWS,11,0,34.89
3.171818181818182,565,JAIME,NETTLES,11,0,34.89
3.1718181818181823,280,TRACEY,BARRETT,11,0,34.89000000000001
3.190000000000001,138,HAZEL,WARREN,15,1,47.850000000000016
3.2042857142857146,132,ESTHER,CRAWFORD,14,0,44.86000000000001
3.204285714285715,570,IVAN,CROMWELL,14,0,44.860000000000014
3.2566666666666677,167,SALLY,PIERCE,15,0,48.850000000000016
3.2627272727272727,511,CHESTER,BENNER,11,0,35.89
3.2627272727272736,388,CRAIG,MORRELL,11,0,35.89000000000001
3.3233333333333337,182,RENEE,LANE,12,1,39.88
3.3233333333333337,25,DEBORAH,WALKER,12,1,39.88
3.3233333333333337,507,EDGAR,RHOADS,15,0,49.85000000000001
3.323333333333334,396,EARL,SHANKS,12,0,39.88000000000001
3.3233333333333346,57,EVELYN,MORGAN,15,0,49.850000000000016
3.3233333333333346,580,ROSS,GREY,15,0,49.850000000000016
3.3471428571428574,487,HECTOR,POINDEXTER,14,0,46.86000000000001
3.3536363636363635,231,GEORGIA,JACOBS,11,1,36.89
3.374615384615385,263,HILDA,HOPKINS,13,0,43.870000000000005
3.3900000000000006,115,WENDY,HARRISON,15,0,50.85000000000001
3.4066666666666676,537,CLINTON,BUFORD,12,0,40.88000000000001
3.4066666666666676,97,ANNIE,RUSSELL,12,0,40.88000000000001
3.4445454545454552,118,KIM,CRUZ,11,0,37.89000000000001
3.4445454545454552,391,CLARENCE,GAMEZ,11,0,37.89000000000001
3.4566666666666674,498,GENE,SANBORN,15,0,51.85000000000001
3.49,559,EVERETT,BANDA,12,0,41.88
3.4900000000000007,330,SCOTT,SHELLEY,12,0,41.88000000000001
3.490000000000001,204,ROSEMARY,SCHMIDT,14,0,48.860000000000014
3.5233333333333343,198,ELSIE,KELLEY,15,0,52.850000000000016
3.528461538461539,452,TOM,MILNER,13,0,45.870000000000005
3.5284615384615394,158,VERONICA,STONE,13,1,45.87000000000001
3.5284615384615394,243,LYDIA,BURKE,13,0,45.87000000000001
3.535454545454546,500,REGINALD,KINDER,11,0,38.89000000000001
3.5400000000000005,75,TAMMY,SANDERS,20,1,70.80000000000001
3.545555555555557,485,CLYDE,TOBIAS,18,0,63.82000000000002
3.5689473684210533,354,JUSTIN,NGO,19,1,67.81000000000002
3.573333333333334,357,KEITH,RICO,12,1,42.88000000000001
3.605384615384616,208,LUCY,WHEELER,13,0,46.87000000000001
3.605384615384617,26,JESSICA,HALL,13,0,46.87000000000002
3.626363636363638,320,ANTHONY,SCHWAB,11,0,39.890000000000015
3.626363636363638,420,JACOB,LANCE,11,0,39.890000000000015
3.656666666666667,228,ALLISON,STANLEY,15,2,54.85000000000001
3.6566666666666676,499,MARC,OUTLAW,12,0,43.88000000000001
3.656666666666668,38,MARTHA,GONZALEZ,18,0,65.82000000000002
3.6775000000000007,424,KYLE,SPURLOCK,16,1,58.84000000000001
3.6823076923076936,133,PAULINE,HENRY,13,0,47.87000000000002
3.69,236,MARCIA,DEAN,20,0,73.8
3.7042857142857146,538,TED,BREAUX,14,2,51.86000000000001
3.704285714285715,28,CYNTHIA,YOUNG,14,1,51.860000000000014
3.704285714285715,290,KRISTINA,CHAMBERS,14,0,51.860000000000014
3.717272727272727,163,CATHY,SPENCER,11,1,40.88999999999999
3.717272727272728,287,BECKY,MILES,11,0,40.89000000000001
3.717272727272728,40,AMANDA,CARTER,11,1,40.89000000000001
3.717272727272728,415,GLENN,PULLEN,11,1,40.89000000000001
3.717272727272728,567,ALFREDO,MCADAMS,11,0,40.89000000000001
3.7233333333333345,129,CARRIE,PORTER,15,0,55.850000000000016
3.7233333333333345,335,GREGORY,MAULDIN,15,1,55.850000000000016
3.723333333333335,145,LUCILLE,HOLMES,15,1,55.85000000000002
3.7400000000000007,584,SALVADOR,TEEL,12,0,44.88000000000001
3.7400000000000007,593,RENE,MCALISTER,12,0,44.88000000000001
3.740000000000001,5,ELIZABETH,BROWN,16,1,59.84000000000002
3.7400000000000015,227,COLLEEN,BURTON,12,0,44.88000000000002
3.759230769230769,120,SYLVIA,ORTIZ,13,1,48.87
3.759230769230769,126,ELLEN,SIMPSON,13,0,48.87
3.7592307692307707,297,SHERRI,RHODES,13,1,48.87000000000002
3.767777777777779,314,GEORGE,LINTON,18,0,67.82000000000002
3.775714285714286,78,LORI,WOOD,14,0,52.86
3.775714285714287,588,MARION,OCAMPO,14,0,52.86000000000002
3.7900000000000014,99,EMILY,DIAZ,15,0,56.85000000000002
3.8025000000000015,442,LEROY,BUSTAMANTE,16,0,60.840000000000025
3.8025000000000015,563,KEN,PREWITT,16,0,60.840000000000025
3.808181818181819,141,DEBBIE,REYES,11,0,41.89000000000001
3.808181818181819,377,HOWARD,FORTNER,11,1,41.89000000000001
3.8081818181818194,251,VICKIE,BREWER,11,1,41.890000000000015
3.823333333333334,322,JASON,MORRISSEY,12,0,45.88000000000001
3.823333333333334,342,HAROLD,MARTINO,12,1,45.88000000000001
3.823333333333334,408,MANUEL,MURRELL,12,0,45.88000000000001
3.8233333333333346,349,JOE,GILLILAND,12,0,45.88000000000002
3.8233333333333346,369,FRED,WHEAT,12,0,45.88000000000002
3.8233333333333346,439,ALEXANDER,FENNELL,12,0,45.88000000000002
3.836153846153847,229,TAMARA,NGUYEN,13,0,49.87000000000001
3.8471428571428588,306,CHARLES,KOWALSKI,14,0,53.86000000000002
3.8650000000000007,42,CAROLYN,PEREZ,16,0,61.84000000000001
3.872352941176471,347,RYAN,SALISBURY,17,0,65.83000000000001
3.8847368421052626,30,MELISSA,KING,19,1,73.80999999999999
3.9066666666666667,27,SHIRLEY,ALLEN,12,0,46.88
3.9066666666666676,277,OLGA,JIMENEZ,12,0,46.88000000000001
3.9066666666666676,371,BILLY,POULIN,12,2,46.88000000000001
3.906666666666668,326,JOSE,ANDREW,12,0,46.88000000000002
3.9130769230769236,356,GERALD,FULTZ,13,0,50.870000000000005
3.913076923076924,351,JACK,FOUST,13,0,50.87000000000001
3.9130769230769245,397,JIMMY,SCHRADER,13,0,50.87000000000002
3.91857142857143,244,VIOLA,HANSON,14,0,54.86000000000002
3.91857142857143,410,CURTIS,IRBY,14,0,54.86000000000002
3.91857142857143,438,BARRY,LOVELACE,14,1,54.86000000000002
3.9233333333333333,207,GERTRUDE,CASTILLO,15,1,58.85
3.9233333333333342,230,JOY,GEORGE,15,1,58.850000000000016
3.9233333333333342,32,AMY,LOPEZ,15,1,58.850000000000016
3.9233333333333342,409,RODNEY,MOELLER,15,0,58.850000000000016
3.9233333333333347,323,MATTHEW,MAHAN,15,0,58.85000000000002
3.9275000000000015,211,STACEY,MONTGOMERY,16,1,62.840000000000025
3.931176470588236,441,MARIO,CHEATHAM,17,2,66.83000000000001
3.934444444444445,71,KATHY,JAMES,18,1,70.82000000000001
3.99,108,TRACY,COLE,13,0,51.870000000000005
3.99,333,ANDREW,PURDY,13,1,51.870000000000005
3.99,440,BERNARD,COLBY,12,1,47.88
3.99,566,CASEY,MENA,18,1,71.82000000000001
3.9900000000000007,113,CINDY,FISHER,11,0,43.89000000000001
3.9900000000000007,154,MICHELE,GRANT,14,0,55.86000000000001
3.9900000000000007,425,FRANCIS,SIKES,17,1,67.83000000000001
3.9900000000000007,43,CHRISTINE,ROBERTS,12,0,47.88000000000001
3.990000000000001,519,RON,DELUCA,13,0,51.87000000000001
3.9900000000000015,546,KELLY,KNOTT,11,1,43.890000000000015
4.037619047619048,102,CRYSTAL,FORD,21,0,84.78999999999999
4.0488235294117665,89,JULIA,FLORES,17,1,68.83000000000003
4.052500000000001,598,WADE,DELVALLE,16,0,64.84000000000002
4.061428571428572,390,SHAWN,HEATON,14,0,56.860000000000014
4.061428571428573,590,SETH,HANNON,14,0,56.86000000000002
4.066923076923078,339,WALTER,PERRYMAN,13,0,52.87000000000001
4.066923076923079,202,CARLA,GUTIERREZ,13,2,52.87000000000002
4.066923076923079,329,FRANK,WAGGONER,13,0,52.87000000000002
4.073333333333333,239,MINNIE,ROMERO,12,1,48.88
4.073333333333334,52,JULIE,SANCHEZ,12,0,48.88000000000001
4.080909090909092,299,JAMES,GANNON,11,1,44.89000000000001
4.080909090909092,385,PHILLIP,HOLM,11,1,44.89000000000001
4.080909090909092,550,GUY,BROWNLEE,11,1,44.890000000000015
4.080909090909092,88,BONNIE,HUGHES,11,1,44.89000000000001
4.101111111111112,210,ELLA,OLIVER,18,1,73.82000000000001
4.10764705882353,360,RALPH,MADRIGAL,17,1,69.83000000000001
4.115000000000001,125,ETHEL,WEBB,16,1,65.84000000000002
4.115000000000001,128,MARJORIE,TUCKER,16,0,65.84000000000002
4.123333333333334,114,GRACE,ELLIS,15,1,61.850000000000016
4.123333333333334,122,THELMA,MURRAY,15,0,61.85000000000001
4.123333333333335,362,NICHOLAS,BARFIELD,15,1,61.85000000000002
4.1328571428571435,135,JUANITA,MASON,14,0,57.860000000000014
4.1328571428571435,232,CONSTANCE,REID,14,1,57.860000000000014
4.1328571428571435,581,VIRGIL,WOFFORD,14,1,57.860000000000014
4.132857142857144,173,AUDREY,RAY,14,1,57.86000000000002
4.143846153846154,529,ERIK,GUILLEN,13,0,53.87000000000001
4.143846153846155,79,RACHEL,BARNES,13,1,53.87000000000002
4.156666666666667,131,MONICA,HICKS,12,1,49.88000000000001
4.156666666666667,289,VIOLET,RODRIQUEZ,12,1,49.88000000000001
4.156666666666668,165,LORRAINE,STEPHENS,12,0,49.88000000000002
4.156666666666668,96,DIANA,ALEXANDER,12,0,49.88000000000002
4.166470588235294,168,REGINA,BERRY,17,0,70.83
4.171818181818182,454,ALEX,GRESHAM,11,1,45.89
4.171818181818183,10,DOROTHY,TAYLOR,11,0,45.89000000000001
4.171818181818183,267,MARGIE,WADE,11,0,45.89000000000001
4.171818181818183,276,BRANDY,GRAVES,11,1,45.89000000000001
4.171818181818183,578,WILLARD,LUMPKIN,11,0,45.89000000000001
4.190000000000001,235,JACKIE,LYNCH,15,0,62.85000000000002
4.204285714285715,380,RUSSELL,BRINSON,14,2,58.86000000000001
4.2042857142857155,468,TIM,CARY,14,0,58.860000000000014
4.220769230769232,386,TODD,TAN,13,1,54.87000000000002
4.240000000000001,1,MARY,SMITH,12,0,50.88000000000002
4.240000000000001,14,BETTY,WHITE,12,0,50.88000000000002
4.240000000000001,185,ROBERTA,HARPER,12,2,50.88000000000001
4.240000000000001,317,EDWARD,BAUGH,12,2,50.88000000000002
4.240000000000001,324,GARY,COY,12,0,50.88000000000001
4.240000000000001,517,BRAD,MCCURDY,12,0,50.88000000000001
4.256666666666668,576,MORRIS,MCCARTER,15,1,63.850000000000016
4.262727272727274,175,ANNETTE,OLSON,11,0,46.89000000000001
4.262727272727274,222,DELORES,HANSEN,11,1,46.89000000000001
4.262727272727274,29,ANGELA,HERNANDEZ,11,1,46.89000000000001
4.262727272727274,367,ADAM,GOOCH,11,1,46.89000000000001
4.2627272727272745,572,SIDNEY,BURLESON,11,0,46.890000000000015
4.275714285714287,404,STANLEY,SCROGGINS,14,1,59.860000000000014
4.275714285714287,560,JORDAN,ARCHULETA,14,1,59.860000000000014
4.275714285714288,300,JOHN,FARNSWORTH,14,1,59.86000000000002
4.297692307692309,254,MAXINE,SILVA,13,0,55.87000000000001
4.2976923076923095,233,LILLIE,KIM,13,1,55.87000000000002
4.2976923076923095,518,GABRIEL,HARDER,13,0,55.87000000000002
4.302500000000001,35,VIRGINIA,GREEN,16,0,68.84000000000002
4.302500000000001,373,LOUIS,LEONE,16,1,68.84000000000002
4.302500000000001,553,MAX,PITT,16,0,68.84000000000002
4.323333333333333,213,GINA,WILLIAMSON,12,1,51.88
4.323333333333333,264,GWENDOLYN,MAY,12,2,51.88
4.323333333333334,240,MARLENE,WELCH,12,1,51.88000000000001
4.323333333333334,282,JENNY,CASTRO,15,2,64.85000000000001
4.323333333333334,536,FERNANDO,CHURCHILL,12,1,51.88000000000001
4.323333333333334,90,RUBY,WASHINGTON,12,1,51.88000000000001
4.323333333333335,139,AMBER,DIXON,12,0,51.88000000000002
4.323333333333335,219,WILLIE,HOWELL,15,0,64.85000000000002
4.323333333333335,237,TANYA,GILBERT,15,1,64.85000000000002
4.323333333333335,574,JULIAN,VEST,15,0,64.85000000000002
4.347142857142859,520,MITCHELL,WESTMORELAND,14,1,60.86000000000002
4.353636363636364,195,VANESSA,SIMS,11,0,47.89000000000001
4.353636363636364,262,PATSY,DAVIDSON,11,0,47.89000000000001
4.353636363636365,69,JUDY,GRAY,11,1,47.890000000000015
4.358421052631578,366,BRANDON,HUEY,19,0,82.80999999999999
4.374615384615386,166,LYNN,PAYNE,13,1,56.87000000000002
4.406666666666667,291,TONI,HOLT,12,0,52.88000000000001
4.406666666666667,304,DAVID,ROYAL,12,1,52.88000000000001
4.406666666666667,436,TROY,QUIGLEY,12,2,52.88000000000001
4.406666666666668,199,BETH,FRANKLIN,12,1,52.88000000000002
4.406666666666668,319,RONALD,WEINER,12,1,52.88000000000002
4.406666666666668,336,JOSHUA,MARK,12,1,52.88000000000002
4.406666666666668,402,LUIS,YANEZ,12,0,52.88000000000002
4.41857142857143,107,FLORENCE,WOODS,14,0,61.860000000000014
4.4275,265,JENNIE,TERRY,16,1,70.84
4.4275,348,ROGER,QUINTANILLA,16,2,70.84
4.444545454545455,535,JAVIER,ELROD,11,1,48.89000000000001
4.444545454545456,31,BRENDA,WRIGHT,11,1,48.890000000000015
4.444545454545456,312,MARK,RINEHART,11,0,48.890000000000015
4.451538461538463,473,JORGE,OLIVARES,13,1,57.87000000000002
4.451538461538463,481,HERMAN,DEVORE,13,1,57.87000000000001
4.489999999999999,469,WESLEY,BULL,18,1,80.82
4.49,494,RAMON,CHOATE,18,1,80.82000000000001
4.490000000000001,101,PEGGY,MYERS,12,1,53.88000000000002
4.490000000000001,268,NINA,SOTO,12,0,53.88000000000002
