average_payment,first_name,high_risk,last_name,payment_count,total_amount
2.0900000000000003,MATTIE,0,HOFFMAN,10,20.900000000000002
2.444545454545455,DEREK,0,BLAKELY,11,26.89
2.4515384615384614,JOANNE,0,ROBERTSON,13,31.87
2.69,FELIX,0,GAFFNEY,10,26.9
2.7042857142857146,BOBBY,0,BOUDREAU,14,37.86000000000001
2.717272727272727,LEONARD,0,SCHOFIELD,11,29.889999999999997
2.74,NORMAN,0,CURRIER,12,32.88
2.9899999999999993,MICHEAL,0,FORMAN,10,29.899999999999995
2.9899999999999998,FELICIA,0,SUTTON,17,50.83
2.9899999999999998,LAWRENCE,0,LAWTON,10,29.9
2.9900000000000007,MEGAN,0,PALMER,10,29.900000000000006
2.9900000000000007,SUSAN,0,WILSON,12,35.88000000000001
3.0669230769230773,CHAD,0,CARBONE,13,39.870000000000005
3.0669230769230773,NANCY,0,THOMAS,13,39.870000000000005
3.073333333333333,CHRISTY,0,VARGAS,12,36.879999999999995
3.0900000000000007,DARRELL,0,POWER,10,30.900000000000006
3.10764705882353,DARLENE,0,ROSE,17,52.83000000000001
3.1438461538461544,KATHLEEN,0,ADAMS,13,40.870000000000005
3.1478947368421064,LOIS,0,BUTLER,19,59.810000000000024
3.171818181818182,IDA,0,ANDREWS,11,34.89
3.171818181818182,JAIME,0,NETTLES,11,34.89
3.1718181818181823,TRACEY,0,BARRETT,11,34.89000000000001
3.19,DUSTIN,0,GILLETTE,10,31.9
3.190000000000001,HAZEL,0,WARREN,15,47.850000000000016
3.2042857142857146,ESTHER,0,CRAWFORD,14,44.86000000000001
3.204285714285715,IVAN,0,CROMWELL,14,44.860000000000014
3.2566666666666677,SALLY,0,PIERCE,15,48.850000000000016
3.2627272727272727,CHESTER,0,BENNER,11,35.89
3.2627272727272736,CRAIG,0,MORRELL,11,35.89000000000001
3.29,ERIKA,0,PENA,10,32.9
3.3233333333333337,DEBORAH,0,WALKER,12,39.88
3.3233333333333337,EDGAR,0,RHOADS,15,49.85000000000001
3.3233333333333337,RENEE,0,LANE,12,39.88
3.323333333333334,EARL,0,SHANKS,12,39.88000000000001
3.3233333333333346,EVELYN,0,MORGAN,15,49.850000000000016
3.3233333333333346,ROSS,0,GREY,15,49.850000000000016
3.3471428571428574,HECTOR,0,POINDEXTER,14,46.86000000000001
3.3536363636363635,GEORGIA,0,JACOBS,11,36.89
3.374615384615385,HILDA,0,HOPKINS,13,43.870000000000005
3.3900000000000006,WENDY,0,HARRISON,15,50.85000000000001
3.4066666666666676,ANNIE,0,RUSSELL,12,40.88000000000001
3.4066666666666676,CLINTON,0,BUFORD,12,40.88000000000001
3.4445454545454552,CLARENCE,0,GAMEZ,11,37.89000000000001
3.4445454545454552,KIM,0,CRUZ,11,37.89000000000001
3.4566666666666674,GENE,0,SANBORN,15,51.85000000000001
3.49,EVERETT,0,BANDA,12,41.88
3.4900000000000007,SCOTT,0,SHELLEY,12,41.88000000000001
3.490000000000001,ROSEMARY,0,SCHMIDT,14,48.860000000000014
3.5233333333333343,ELSIE,0,KELLEY,15,52.850000000000016
3.528461538461539,TOM,0,MILNER,13,45.870000000000005
3.5284615384615394,LYDIA,0,BURKE,13,45.87000000000001
3.5284615384615394,VERONICA,0,STONE,13,45.87000000000001
3.535454545454546,REGINALD,0,KINDER,11,38.89000000000001
3.5400000000000005,TAMMY,0,SANDERS,20,70.80000000000001
3.545555555555557,CLYDE,0,TOBIAS,18,63.82000000000002
3.5689473684210533,JUSTIN,0,NGO,19,67.81000000000002
3.573333333333334,KEITH,0,RICO,12,42.88000000000001
3.5900000000000007,LAURIE,0,LAWRENCE,10,35.900000000000006
3.605384615384616,LUCY,0,WHEELER,13,46.87000000000001
3.605384615384617,JESSICA,0,HALL,13,46.87000000000002
3.626363636363638,ANTHONY,0,SCHWAB,11,39.890000000000015
3.626363636363638,JACOB,0,LANCE,11,39.890000000000015
3.656666666666667,ALLISON,0,STANLEY,15,54.85000000000001
3.6566666666666676,MARC,0,OUTLAW,12,43.88000000000001
3.656666666666668,MARTHA,0,GONZALEZ,18,65.82000000000002
3.6775000000000007,KYLE,0,SPURLOCK,16,58.84000000000001
3.6823076923076936,PAULINE,0,HENRY,13,47.87000000000002
3.69,MARCIA,0,DEAN,20,73.8
3.6900000000000004,JEFFERY,0,PINSON,10,36.900000000000006
3.6900000000000004,THERESA,0,WATSON,10,36.900000000000006
3.6900000000000004,TONY,0,CARRANZA,10,36.900000000000006
3.7042857142857146,TED,0,BREAUX,14,51.86000000000001
3.704285714285715,CYNTHIA,0,YOUNG,14,51.860000000000014
3.704285714285715,KRISTINA,0,CHAMBERS,14,51.860000000000014
3.717272727272727,CATHY,0,SPENCER,11,40.88999999999999
3.717272727272728,ALFREDO,0,MCADAMS,11,40.89000000000001
3.717272727272728,AMANDA,0,CARTER,11,40.89000000000001
3.717272727272728,BECKY,0,MILES,11,40.89000000000001
3.717272727272728,GLENN,0,PULLEN,11,40.89000000000001
3.7233333333333345,CARRIE,0,PORTER,15,55.850000000000016
3.7233333333333345,GREGORY,0,MAULDIN,15,55.850000000000016
3.723333333333335,LUCILLE,0,HOLMES,15,55.85000000000002
3.7400000000000007,RENE,0,MCALISTER,12,44.88000000000001
3.7400000000000007,SALVADOR,0,TEEL,12,44.88000000000001
3.740000000000001,ELIZABETH,0,BROWN,16,59.84000000000002
3.7400000000000015,COLLEEN,0,BURTON,12,44.88000000000002
3.759230769230769,ELLEN,0,SIMPSON,13,48.87
3.759230769230769,SYLVIA,0,ORTIZ,13,48.87
3.7592307692307707,SHERRI,0,RHODES,13,48.87000000000002
3.767777777777779,GEORGE,0,LINTON,18,67.82000000000002
3.775714285714286,LORI,0,WOOD,14,52.86
3.775714285714287,MARION,0,OCAMPO,14,52.86000000000002
3.79,TRACY,0,HERRMANN,10,37.9
3.7900000000000014,EMILY,0,DIAZ,15,56.85000000000002
3.7900000000000014,JEANNE,0,LAWSON,10,37.90000000000001
3.7900000000000014,LORETTA,0,CARPENTER,10,37.90000000000001
3.8025000000000015,KEN,0,PREWITT,16,60.840000000000025
3.8025000000000015,LEROY,0,BUSTAMANTE,16,60.840000000000025
3.808181818181819,DEBBIE,0,REYES,11,41.89000000000001
3.808181818181819,HOWARD,0,FORTNER,11,41.89000000000001
3.8081818181818194,VICKIE,0,BREWER,11,41.890000000000015
3.823333333333334,HAROLD,0,MARTINO,12,45.88000000000001
3.823333333333334,JASON,0,MORRISSEY,12,45.88000000000001
3.823333333333334,MANUEL,0,MURRELL,12,45.88000000000001
3.8233333333333346,ALEXANDER,0,FENNELL,12,45.88000000000002
3.8233333333333346,FRED,0,WHEAT,12,45.88000000000002
3.8233333333333346,JOE,0,GILLILAND,12,45.88000000000002
3.836153846153847,TAMARA,0,NGUYEN,13,49.87000000000001
3.8471428571428588,CHARLES,0,KOWALSKI,14,53.86000000000002
3.8650000000000007,CAROLYN,0,PEREZ,16,61.84000000000001
3.872352941176471,RYAN,0,SALISBURY,17,65.83000000000001
3.8847368421052626,MELISSA,0,KING,19,73.80999999999999
3.8899999999999997,JEREMY,0,HURTADO,10,38.9
3.8899999999999997,JILL,0,HAWKINS,10,38.9
3.8900000000000006,JOANN,0,GARDNER,10,38.900000000000006
3.8900000000000015,CHRIS,0,BROTHERS,10,38.90000000000001
3.9066666666666667,SHIRLEY,0,ALLEN,12,46.88
3.9066666666666676,BILLY,0,POULIN,12,46.88000000000001
3.9066666666666676,OLGA,0,JIMENEZ,12,46.88000000000001
3.906666666666668,JOSE,0,ANDREW,12,46.88000000000002
3.9130769230769236,GERALD,0,FULTZ,13,50.870000000000005
3.913076923076924,JACK,0,FOUST,13,50.87000000000001
3.9130769230769245,JIMMY,0,SCHRADER,13,50.87000000000002
3.91857142857143,BARRY,0,LOVELACE,14,54.86000000000002
3.91857142857143,CURTIS,0,IRBY,14,54.86000000000002
3.91857142857143,VIOLA,0,HANSON,14,54.86000000000002
3.9233333333333333,GERTRUDE,0,CASTILLO,15,58.85
3.9233333333333342,AMY,0,LOPEZ,15,58.850000000000016
3.9233333333333342,JOY,0,GEORGE,15,58.850000000000016
3.9233333333333342,RODNEY,0,MOELLER,15,58.850000000000016
3.9233333333333347,MATTHEW,0,MAHAN,15,58.85000000000002
3.9275000000000015,STACEY,0,MONTGOMERY,16,62.840000000000025
3.931176470588236,MARIO,0,CHEATHAM,17,66.83000000000001
3.934444444444445,KATHY,0,JAMES,18,70.82000000000001
3.99,ANDREW,0,PURDY,13,51.870000000000005
3.99,BERNARD,0,COLBY,12,47.88
3.99,CASEY,0,MENA,18,71.82000000000001
3.99,TRACY,0,COLE,13,51.870000000000005
3.9900000000000007,CHRISTINE,0,ROBERTS,12,47.88000000000001
3.9900000000000007,CINDY,0,FISHER,11,43.89000000000001
3.9900000000000007,FRANCIS,0,SIKES,17,67.83000000000001
3.9900000000000007,MICHELE,0,GRANT,14,55.86000000000001
3.9900000000000007,SUZANNE,0,NICHOLS,10,39.900000000000006
3.9900000000000007,VICTOR,0,BARKLEY,10,39.900000000000006
3.990000000000001,RON,0,DELUCA,13,51.87000000000001
3.9900000000000015,KELLY,0,KNOTT,11,43.890000000000015
4.037619047619048,CRYSTAL,0,FORD,21,84.78999999999999
4.0488235294117665,JULIA,0,FLORES,17,68.83000000000003
4.052500000000001,WADE,0,DELVALLE,16,64.84000000000002
4.061428571428572,SHAWN,0,HEATON,14,56.860000000000014
4.061428571428573,SETH,0,HANNON,14,56.86000000000002
4.066923076923078,WALTER,0,PERRYMAN,13,52.87000000000001
4.066923076923079,CARLA,0,GUTIERREZ,13,52.87000000000002
4.066923076923079,FRANK,0,WAGGONER,13,52.87000000000002
4.073333333333333,MINNIE,0,ROMERO,12,48.88
4.073333333333334,JULIE,0,SANCHEZ,12,48.88000000000001
4.080909090909092,BONNIE,0,HUGHES,11,44.89000000000001
4.080909090909092,GUY,0,BROWNLEE,11,44.890000000000015
4.080909090909092,JAMES,0,GANNON,11,44.89000000000001
4.080909090909092,PHILLIP,0,HOLM,11,44.89000000000001
4.09,VINCENT,0,RALSTON,10,40.9
4.090000000000001,STACY,0,CUNNINGHAM,10,40.900000000000006
4.090000000000002,DENNIS,0,GILMAN,10,40.90000000000001
4.101111111111112,ELLA,0,OLIVER,18,73.82000000000001
4.10764705882353,RALPH,0,MADRIGAL,17,69.83000000000001
4.115000000000001,ETHEL,0,WEBB,16,65.84000000000002
4.115000000000001,MARJORIE,0,TUCKER,16,65.84000000000002
4.123333333333334,GRACE,0,ELLIS,15,61.850000000000016
4.123333333333334,THELMA,0,MURRAY,15,61.85000000000001
4.123333333333335,NICHOLAS,0,BARFIELD,15,61.85000000000002
4.1328571428571435,CONSTANCE,0,REID,14,57.860000000000014
4.1328571428571435,JUANITA,0,MASON,14,57.860000000000014
4.1328571428571435,VIRGIL,0,WOFFORD,14,57.860000000000014
4.132857142857144,AUDREY,0,RAY,14,57.86000000000002
4.143846153846154,ERIK,0,GUILLEN,13,53.87000000000001
4.143846153846155,RACHEL,0,BARNES,13,53.87000000000002
4.156666666666667,MONICA,0,HICKS,12,49.88000000000001
4.156666666666667,VIOLET,0,RODRIQUEZ,12,49.88000000000001
4.156666666666668,DIANA,0,ALEXANDER,12,49.88000000000002
4.156666666666668,LORRAINE,0,STEPHENS,12,49.88000000000002
4.166470588235294,REGINA,0,BERRY,17,70.83
4.171818181818182,ALEX,0,GRESHAM,11,45.89
4.171818181818183,BRANDY,0,GRAVES,11,45.89000000000001
4.171818181818183,DOROTHY,0,TAYLOR,11,45.89000000000001
4.171818181818183,MARGIE,0,WADE,11,45.89000000000001
4.171818181818183,WILLARD,0,LUMPKIN,11,45.89000000000001
4.19,CONNIE,0,WALLACE,10,41.900000000000006
4.19,HARVEY,0,GUAJARDO,10,41.900000000000006
4.19,KURT,0,EMMONS,10,41.900000000000006
4.19,TIMOTHY,0,BUNN,10,41.900000000000006
4.19,VICTORIA,0,GIBSON,10,41.900000000000006
4.190000000000001,ANGEL,0,BARCLAY,10,41.90000000000001
4.190000000000001,APRIL,0,BURNS,10,41.90000000000001
4.190000000000001,GERALDINE,0,PERKINS,10,41.90000000000001
4.190000000000001,JACKIE,0,LYNCH,15,62.85000000000002
4.204285714285715,RUSSELL,0,BRINSON,14,58.86000000000001
4.2042857142857155,TIM,0,CARY,14,58.860000000000014
4.220769230769232,TODD,0,TAN,13,54.87000000000002
4.240000000000001,BETTY,0,WHITE,12,50.88000000000002
4.240000000000001,BRAD,0,MCCURDY,12,50.88000000000001
4.240000000000001,EDWARD,0,BAUGH,12,50.88000000000002
4.240000000000001,GARY,0,COY,12,50.88000000000001
4.240000000000001,MARY,0,SMITH,12,50.88000000000002
4.240000000000001,ROBERTA,0,HARPER,12,50.88000000000001
4.256666666666668,MORRIS,0,MCCARTER,15,63.850000000000016
4.262727272727274,ADAM,0,GOOCH,11,46.89000000000001
4.262727272727274,ANGELA,0,HERNANDEZ,11,46.89000000000001
4.262727272727274,ANNETTE,0,OLSON,11,46.89000000000001
4.262727272727274,DELORES,0,HANSEN,11,46.89000000000001
4.2627272727272745,SIDNEY,0,BURLESON,11,46.890000000000015
4.275714285714287,JORDAN,0,ARCHULETA,14,59.860000000000014
4.275714285714287,STANLEY,0,SCROGGINS,14,59.860000000000014
4.275714285714288,JOHN,0,FARNSWORTH,14,59.86000000000002
4.290000000000001,GAIL,0,KNIGHT,10,42.90000000000001
4.290000000000001,SHARON,0,ROBINSON,10,42.90000000000001
4.297692307692309,MAXINE,0,SILVA,13,55.87000000000001
4.2976923076923095,GABRIEL,0,HARDER,13,55.87000000000002
4.2976923076923095,LILLIE,0,KIM,13,55.87000000000002
4.302500000000001,LOUIS,0,LEONE,16,68.84000000000002
4.302500000000001,MAX,0,PITT,16,68.84000000000002
4.302500000000001,VIRGINIA,0,GREEN,16,68.84000000000002
4.323333333333333,GINA,0,WILLIAMSON,12,51.88
4.323333333333333,GWENDOLYN,0,MAY,12,51.88
4.323333333333334,FERNANDO,0,CHURCHILL,12,51.88000000000001
4.323333333333334,JENNY,0,CASTRO,15,64.85000000000001
4.323333333333334,MARLENE,0,WELCH,12,51.88000000000001
4.323333333333334,RUBY,0,WASHINGTON,12,51.88000000000001
4.323333333333335,AMBER,0,DIXON,12,51.88000000000002
4.323333333333335,JULIAN,0,VEST,15,64.85000000000002
4.323333333333335,TANYA,0,GILBERT,15,64.85000000000002
4.323333333333335,WILLIE,0,HOWELL,15,64.85000000000002
4.347142857142859,MITCHELL,0,WESTMORELAND,14,60.86000000000002
